genre,gross
Action,36279230.0
Crime,36279230.0
Thriller,36279230.0
Adventure,42194060.0
Animation,42194060.0
Comedy,42194060.0
Family,42194060.0
Sci-Fi,42194060.0
Action,43119879.0
Adventure,43119879.0
Sci-Fi,43119879.0
Thriller,43119879.0
Comedy,35096190.0
Crime,35096190.0
Romance,35096190.0
Crime,43290977.0
Drama,43290977.0
Mystery,43290977.0
Thriller,43290977.0
Horror,33927476.0
Mystery,33927476.0
Sci-Fi,33927476.0
Thriller,33927476.0
Comedy,32122249.0
Crime,32122249.0
Action,40076438.0
Crime,40076438.0
Drama,40076438.0
Mystery,40076438.0
Thriller,40076438.0
Action,32940507.0
Crime,32940507.0
Drama,32940507.0
Thriller,32940507.0
Biography,31670931.0
Drama,31670931.0
Music,31670931.0
Drama,30695227.0
Fantasy,30695227.0
Sport,30695227.0
Adventure,32522352.0
Comedy,32522352.0
Drama,32522352.0
Music,32522352.0
Action,26082914.0
Adventure,26082914.0
Crime,26082914.0
Thriller,26082914.0
Action,29136626.0
Fantasy,29136626.0
Horror,29136626.0
Sci-Fi,29136626.0
Thriller,29136626.0
Adventure,26288320.0
Animation,26288320.0
Comedy,26288320.0
Drama,26288320.0
Family,26288320.0
Fantasy,26288320.0
Romance,26288320.0
Horror,26616590.0
Sci-Fi,26616590.0
Thriller,26616590.0
Action,623279547.0
Adventure,623279547.0
Sci-Fi,623279547.0
Drama,30063805.0
Fantasy,30063805.0
Mystery,30063805.0
Romance,30063805.0
Thriller,30063805.0
Crime,22518325.0
Drama,22518325.0
Mystery,22518325.0
Thriller,22518325.0
Action,13082288.0
Adventure,13082288.0
Drama,13082288.0
History,13082288.0
Romance,13082288.0
War,13082288.0
Action,18208078.0
Drama,18208078.0
Thriller,18208078.0
Horror,14218868.0
Sci-Fi,14218868.0
Thriller,14218868.0
Drama,22451.0
Fantasy,22451.0
Mystery,22451.0
Romance,22451.0
Fantasy,31165421.0
Horror,31165421.0
Mystery,31165421.0
Romance,31165421.0
Adventure,11802056.0
Comedy,11802056.0
Family,11802056.0
Romance,11802056.0
Sci-Fi,11802056.0
Drama,25472967.0
Horror,25472967.0
Thriller,25472967.0
Comedy,22362500.0
Drama,22362500.0
Adventure,17281832.0
Family,17281832.0
Fantasy,17281832.0
Action,19781879.0
Crime,19781879.0
Fantasy,19781879.0
Thriller,19781879.0
Action,7605668.0
Comedy,7605668.0
Mystery,7605668.0
Romance,7605668.0
Action,4535117.0
Adventure,4535117.0
Fantasy,4535117.0
Thriller,4535117.0
Adventure,4426297.0
Drama,4426297.0
Romance,4426297.0
War,4426297.0
Action,10166502.0
Drama,10166502.0
War,10166502.0
Action,363024263.0
Adventure,363024263.0
Comedy,363024263.0
Romance,363024263.0
Sci-Fi,363024263.0
Comedy,12065985.0
Drama,12065985.0
Action,350123553.0
Biography,350123553.0
Drama,350123553.0
History,350123553.0
Thriller,350123553.0
War,350123553.0
Adventure,80021740.0
Comedy,80021740.0
Family,80021740.0
Fantasy,80021740.0
Horror,80021740.0
Comedy,48291624.0
Fantasy,48291624.0
Romance,48291624.0
Comedy,35231365.0
Family,35231365.0
Romance,35231365.0
Sci-Fi,35231365.0
Action,53715611.0
Adventure,53715611.0
Thriller,53715611.0
War,53715611.0
Comedy,31199215.0
Drama,31199215.0
Romance,31199215.0
Sport,31199215.0
Comedy,29580087.0
Drama,29580087.0
Romance,29580087.0
Comedy,44665963.0
Action,60128566.0
Adventure,60128566.0
Horror,60128566.0
Sci-Fi,60128566.0
Action,49875589.0
Adventure,49875589.0
Drama,49875589.0
History,49875589.0
War,49875589.0
Drama,60984028.0
Mystery,60984028.0
Thriller,60984028.0
Comedy,36931089.0
Action,51317350.0
Adventure,51317350.0
Fantasy,51317350.0
Action,28328132.0
Comedy,28328132.0
Crime,28328132.0
Drama,28328132.0
Action,51774002.0
Fantasy,51774002.0
Thriller,51774002.0
Drama,25528495.0
Music,25528495.0
Romance,25528495.0
War,25528495.0
Action,113006880.0
Comedy,113006880.0
Drama,113006880.0
Family,113006880.0
Thriller,113006880.0
Action,45860039.0
Crime,45860039.0
Comedy,329691196.0
Drama,329691196.0
Animation,217326336.0
Comedy,217326336.0
Family,217326336.0
Fantasy,217326336.0
Music,217326336.0
Comedy,166225040.0
Adventure,141600000.0
Animation,141600000.0
Drama,141600000.0
Family,141600000.0
History,141600000.0
Musical,141600000.0
Romance,141600000.0
Action,134218018.0
Adventure,134218018.0
Drama,134218018.0
Romance,134218018.0
Sci-Fi,134218018.0
Comedy,128769345.0
Romance,128769345.0
Sci-Fi,128769345.0
Comedy,177575142.0
Romance,177575142.0
Action,105263257.0
Adventure,105263257.0
Comedy,105263257.0
Family,105263257.0
Romance,105263257.0
Comedy,104354205.0
Romance,104354205.0
Biography,107100855.0
Drama,107100855.0
Thriller,107100855.0
Comedy,98711404.0
Crime,98711404.0
Romance,98711404.0
Thriller,98711404.0
Comedy,100328194.0
Family,100328194.0
Fantasy,100328194.0
Action,101530738.0
Crime,101530738.0
Thriller,101530738.0
Comedy,93815117.0
Drama,93815117.0
Romance,93815117.0
Action,91400000.0
Drama,91400000.0
Thriller,91400000.0
War,91400000.0
Biography,162586036.0
Drama,162586036.0
Drama,89706988.0
Mystery,89706988.0
Thriller,89706988.0
Drama,83000000.0
Thriller,83000000.0
Drama,78745923.0
Fantasy,78745923.0
Romance,78745923.0
Action,70098138.0
Comedy,66365290.0
Action,66207920.0
Crime,66207920.0
Drama,66207920.0
Thriller,66207920.0
Action,63408614.0
Comedy,63408614.0
Crime,63408614.0
Thriller,63408614.0
Comedy,58422650.0
Fantasy,58422650.0
Horror,58422650.0
Action,56932305.0
Adventure,56932305.0
Comedy,56932305.0
Western,56932305.0
Action,68750000.0
Adventure,68750000.0
Thriller,68750000.0
Comedy,68218041.0
Family,68218041.0
Fantasy,68218041.0
Action,25040293.0
Adventure,25040293.0
Fantasy,25040293.0
Adventure,55747724.0
Animation,55747724.0
Comedy,55747724.0
Family,55747724.0
Action,55473600.0
Horror,55473600.0
Sci-Fi,55473600.0
Biography,49994804.0
Drama,49994804.0
History,49994804.0
Musical,49994804.0
Action,41609593.0
Adventure,41609593.0
Crime,41609593.0
Thriller,41609593.0
Adventure,38553833.0
Drama,38553833.0
Horror,38553833.0
Thriller,38553833.0
Animation,76137505.0
Comedy,76137505.0
Family,76137505.0
Fantasy,76137505.0
Action,34350553.0
Comedy,34350553.0
Sci-Fi,34350553.0
Action,34238611.0
Crime,34238611.0
Drama,34238611.0
Thriller,34238611.0
Drama,34098563.0
Thriller,34098563.0
Comedy,33828318.0
Comedy,33472850.0
Sport,33472850.0
Adventure,31051126.0
Animation,31051126.0
Comedy,31051126.0
Family,31051126.0
Crime,35707327.0
Drama,35707327.0
Mystery,35707327.0
Thriller,35707327.0
Action,20550712.0
Drama,20550712.0
Sci-Fi,20550712.0
Thriller,20550712.0
Action,18573791.0
Drama,18573791.0
Sport,18573791.0
Thriller,18573791.0
Drama,51225796.0
Musical,51225796.0
Romance,51225796.0
Thriller,51225796.0
Biography,16264475.0
Drama,16264475.0
History,16264475.0
War,16264475.0
Action,25857987.0
Sci-Fi,25857987.0
Drama,12870569.0
History,12870569.0
War,12870569.0
Action,11466088.0
Thriller,11466088.0
Comedy,16088610.0
Drama,16088610.0
Family,16088610.0
Fantasy,16088610.0
Adventure,51178893.0
Comedy,51178893.0
Crime,51178893.0
Family,51178893.0
Musical,51178893.0
Action,6768055.0
Adventure,6768055.0
Comedy,6768055.0
Family,6768055.0
Sci-Fi,6768055.0
Drama,39440655.0
Music,39440655.0
Musical,39440655.0
Romance,39440655.0
Drama,6167817.0
Mystery,6167817.0
Romance,6167817.0
War,6167817.0
Action,81645152.0
Horror,81645152.0
Sci-Fi,81645152.0
Thriller,81645152.0
Drama,69951824.0
Romance,69951824.0
Action,9483821.0
Thriller,9483821.0
Crime,66676062.0
Drama,66676062.0
Comedy,26838389.0
Drama,26838389.0
Romance,26838389.0
Comedy,75604320.0
Romance,75604320.0
Action,108200000.0
Adventure,108200000.0
Romance,108200000.0
Sci-Fi,108200000.0
Comedy,5660084.0
Crime,5660084.0
Romance,5660084.0
Drama,7221458.0
Thriller,7221458.0
Action,70327868.0
Crime,70327868.0
Thriller,70327868.0
Adventure,58297830.0
Animation,58297830.0
Drama,58297830.0
Family,58297830.0
Fantasy,58297830.0
Musical,58297830.0
Mystery,58297830.0
Romance,58297830.0
Drama,57386369.0
Musical,57386369.0
Romance,57386369.0
Crime,45207112.0
Mystery,45207112.0
Thriller,45207112.0
Biography,62563543.0
Crime,62563543.0
Drama,62563543.0
Drama,33574332.0
History,33574332.0
War,33574332.0
Crime,73343413.0
Drama,73343413.0
Thriller,73343413.0
Action,25031037.0
Horror,25031037.0
Thriller,25031037.0
Drama,22843047.0
History,22843047.0
Horror,22843047.0
Drama,5755286.0
Romance,5755286.0
Sport,5755286.0
Biography,164435221.0
Crime,164435221.0
Drama,164435221.0
Drama,95720716.0
History,95720716.0
Thriller,95720716.0
Comedy,118683135.0
Drama,118683135.0
Romance,118683135.0
Comedy,143704210.0
Family,143704210.0
Musical,143704210.0
Romance,143704210.0
Comedy,110476776.0
Romance,110476776.0
Action,80270227.0
Adventure,80270227.0
Comedy,80270227.0
Drama,36385763.0
War,36385763.0
Comedy,37035845.0
Fantasy,37035845.0
Biography,34580635.0
Comedy,34580635.0
Drama,34580635.0
Biography,42438300.0
Crime,42438300.0
Drama,42438300.0
Action,23324666.0
Thriller,23324666.0
Action,23020488.0
Comedy,23020488.0
Fantasy,23020488.0
Comedy,90567722.0
Animation,72601713.0
Comedy,72601713.0
Family,72601713.0
Adventure,296623634.0
Drama,296623634.0
Fantasy,296623634.0
Romance,296623634.0
Adventure,267652016.0
Animation,267652016.0
Comedy,267652016.0
Family,267652016.0
Fantasy,267652016.0
Romance,62453315.0
Sci-Fi,62453315.0
Thriller,62453315.0
Action,165500000.0
Adventure,165500000.0
Drama,165500000.0
Romance,165500000.0
Comedy,153620822.0
Drama,153620822.0
Romance,153620822.0
Sport,153620822.0
Comedy,218628680.0
Fantasy,218628680.0
Comedy,147637474.0
Drama,147637474.0
Romance,147637474.0
Biography,135014968.0
Comedy,135014968.0
Drama,135014968.0
Romance,135014968.0
Comedy,2175312.0
Comedy,126203320.0
Romance,126203320.0
Mystery,126975169.0
Sci-Fi,126975169.0
Thriller,126975169.0
Biography,125548685.0
Drama,125548685.0
Comedy,105807520.0
Romance,105807520.0
Action,191616238.0
Comedy,191616238.0
Crime,191616238.0
Drama,105264608.0
Fantasy,105264608.0
Horror,105264608.0
Comedy,97680195.0
Romance,97680195.0
Action,126088877.0
Comedy,126088877.0
Crime,126088877.0
Comedy,91030827.0
Drama,91030827.0
Comedy,150315155.0
Family,150315155.0
Adventure,127997349.0
Comedy,127997349.0
Drama,127997349.0
Fantasy,127997349.0
Musical,127997349.0
Crime,88504640.0
Drama,88504640.0
Mystery,88504640.0
Thriller,88504640.0
Action,81517441.0
Crime,81517441.0
Drama,81517441.0
Thriller,81517441.0
Action,81022333.0
Adventure,81022333.0
Mystery,81022333.0
Sci-Fi,81022333.0
Drama,79948113.0
Mystery,79948113.0
Sci-Fi,79948113.0
Thriller,79948113.0
Comedy,88658172.0
Romance,88658172.0
Comedy,84244877.0
Drama,84244877.0
Romance,84244877.0
Animation,75367693.0
Comedy,75367693.0
Family,75367693.0
Fantasy,75367693.0
Comedy,73701902.0
Family,73701902.0
Biography,75605492.0
Drama,75605492.0
Sport,75605492.0
Action,67823573.0
Drama,67823573.0
Thriller,67823573.0
Action,91439400.0
Mystery,91439400.0
Thriller,91439400.0
Action,67128202.0
Adventure,67128202.0
Family,67128202.0
Fantasy,67128202.0
Sci-Fi,67128202.0
Thriller,67128202.0
Action,70496802.0
Drama,70496802.0
Thriller,70496802.0
Action,60470220.0
Adventure,60470220.0
Comedy,60470220.0
Adventure,58336565.0
Animation,58336565.0
Comedy,58336565.0
Family,58336565.0
Adventure,66002004.0
Comedy,66002004.0
Family,66002004.0
Fantasy,66002004.0
Romance,66002004.0
Sport,66002004.0
Crime,54997476.0
Drama,54997476.0
Mystery,54997476.0
Thriller,54997476.0
Action,55682070.0
Fantasy,55682070.0
Horror,55682070.0
Drama,52752475.0
Thriller,52752475.0
Action,55092830.0
Adventure,55092830.0
Sci-Fi,55092830.0
Thriller,55092830.0
Drama,50815288.0
Thriller,50815288.0
Action,52822418.0
Drama,52822418.0
Thriller,52822418.0
War,52822418.0
Adventure,50150619.0
Animation,50150619.0
Comedy,50150619.0
Family,50150619.0
Fantasy,50150619.0
Romance,50150619.0
Crime,48745150.0
Thriller,48745150.0
Action,50007168.0
Crime,50007168.0
Drama,50007168.0
Thriller,50007168.0
Action,48154732.0
Drama,48154732.0
War,48154732.0
Drama,48265581.0
Mystery,48265581.0
Thriller,48265581.0
Adventure,46982632.0
Horror,46982632.0
Mystery,46982632.0
Comedy,44737059.0
Sport,44737059.0
Comedy,56724080.0
Action,44484065.0
Crime,44484065.0
Drama,44484065.0
Mystery,44484065.0
Thriller,44484065.0
Action,47553512.0
Thriller,47553512.0
Action,42610000.0
Comedy,42610000.0
Crime,42610000.0
Thriller,42610000.0
Comedy,41482207.0
Fantasy,41482207.0
Horror,41482207.0
Crime,47105085.0
Drama,47105085.0
Action,41256277.0
Thriller,41256277.0
Action,50740078.0
Horror,50740078.0
Sci-Fi,50740078.0
Thriller,50740078.0
Comedy,40203020.0
Drama,40203020.0
Romance,40203020.0
Crime,40905277.0
Drama,40905277.0
Romance,40905277.0
Thriller,40905277.0
Action,38590500.0
Adventure,38590500.0
Thriller,38590500.0
Action,39177541.0
Adventure,39177541.0
Family,39177541.0
Fantasy,39177541.0
Adventure,39778599.0
Drama,39778599.0
Thriller,39778599.0
Comedy,37486138.0
Drama,37486138.0
Romance,37486138.0
Action,38105077.0
Crime,38105077.0
Thriller,38105077.0
Drama,35168395.0
Romance,35168395.0
Sport,35168395.0
Comedy,32800000.0
Crime,32800000.0
Drama,32800000.0
Thriller,32800000.0
Comedy,33643461.0
Family,33643461.0
Drama,32741596.0
Fantasy,32741596.0
Crime,31874869.0
Mystery,31874869.0
Thriller,31874869.0
Action,30306268.0
Crime,30306268.0
Thriller,30306268.0
Crime,27667947.0
Drama,27667947.0
Thriller,27667947.0
Comedy,27067160.0
Drama,27067160.0
Romance,27067160.0
Action,26616999.0
Adventure,26616999.0
Romance,26616999.0
Sci-Fi,26616999.0
Thriller,26616999.0
Action,26536120.0
Crime,26536120.0
Drama,26536120.0
Mystery,26536120.0
Thriller,26536120.0
Action,26199517.0
Crime,26199517.0
Drama,26199517.0
Mystery,26199517.0
Thriller,26199517.0
Action,25450527.0
Crime,25450527.0
Drama,25450527.0
Mystery,25450527.0
Thriller,25450527.0
Action,25407250.0
Adventure,25407250.0
Sci-Fi,25407250.0
Thriller,25407250.0
Action,23159305.0
Adventure,23159305.0
Animation,23159305.0
Comedy,23159305.0
Drama,23159305.0
Family,23159305.0
Sci-Fi,23159305.0
Adventure,24006726.0
Comedy,24006726.0
Drama,24006726.0
Action,20389967.0
Biography,20389967.0
Drama,20389967.0
History,20389967.0
War,20389967.0
Crime,19593740.0
Drama,19593740.0
Thriller,19593740.0
Action,19118247.0
Comedy,19118247.0
Action,26442251.0
Crime,26442251.0
Drama,26442251.0
Thriller,26442251.0
Crime,17114882.0
Mystery,17114882.0
Thriller,17114882.0
Action,18472363.0
Adventure,18472363.0
Crime,18472363.0
Thriller,18472363.0
Adventure,14131298.0
Biography,14131298.0
Drama,14131298.0
History,14131298.0
War,14131298.0
Adventure,21557240.0
Comedy,21557240.0
Fantasy,21557240.0
Drama,21283440.0
Mystery,21283440.0
Thriller,21283440.0
Crime,10556196.0
Drama,10556196.0
Thriller,10556196.0
Adventure,16671505.0
Comedy,16671505.0
Crime,16671505.0
Drama,16671505.0
Family,16671505.0
Drama,10400000.0
Romance,10400000.0
Biography,9528092.0
Drama,9528092.0
Thriller,9528092.0
Action,10137232.0
Biography,10137232.0
Crime,10137232.0
Drama,10137232.0
Thriller,10137232.0
Crime,9795017.0
Drama,9795017.0
Thriller,9795017.0
Action,20488579.0
Sci-Fi,20488579.0
Thriller,20488579.0
Drama,19445217.0
Fantasy,19445217.0
Romance,19445217.0
Comedy,8355815.0
Crime,8355815.0
Drama,8355815.0
Thriller,8355815.0
Comedy,28837115.0
Comedy,6471394.0
Crime,6471394.0
Comedy,6291602.0
Sci-Fi,6291602.0
Action,10706786.0
Fantasy,10706786.0
Thriller,10706786.0
Action,8742261.0
Crime,8742261.0
Drama,8742261.0
Mystery,8742261.0
Thriller,8742261.0
Action,43905746.0
Sci-Fi,43905746.0
Thriller,43905746.0
Action,21413502.0
Adventure,21413502.0
Comedy,21413502.0
Crime,21413502.0
Music,21413502.0
Mystery,21413502.0
Crime,124107476.0
Drama,124107476.0
Thriller,124107476.0
Action,197171806.0
Adventure,197171806.0
Fantasy,197171806.0
Action,31569268.0
Crime,31569268.0
Drama,31569268.0
Sci-Fi,31569268.0
Thriller,31569268.0
Crime,66488090.0
Drama,66488090.0
Mystery,66488090.0
Thriller,66488090.0
Crime,95308367.0
Drama,95308367.0
Thriller,95308367.0
Action,60652036.0
Adventure,60652036.0
Comedy,60652036.0
Drama,60652036.0
War,60652036.0
Crime,1206135.0
Drama,1206135.0
Thriller,1206135.0
Adventure,56607223.0
Comedy,56607223.0
Drama,50173190.0
Mystery,50173190.0
Sci-Fi,50173190.0
Comedy,47095453.0
Fantasy,47095453.0
Romance,47095453.0
Comedy,37879996.0
Fantasy,37879996.0
Romance,37879996.0
Crime,25900000.0
Drama,25900000.0
Music,25900000.0
Adventure,53574088.0
Crime,53574088.0
Drama,53574088.0
Western,53574088.0
Action,89253340.0
Thriller,89253340.0
Crime,37339525.0
Drama,37339525.0
Romance,37339525.0
Thriller,37339525.0
Comedy,60154431.0
Drama,60154431.0
Thriller,60154431.0
Action,103738726.0
Comedy,103738726.0
Crime,103738726.0
Music,103738726.0
Romance,103738726.0
Thriller,103738726.0
Crime,69304264.0
Romance,69304264.0
Thriller,69304264.0
Biography,29781453.0
Comedy,29781453.0
Drama,29781453.0
Adventure,15519841.0
Animation,15519841.0
Comedy,15519841.0
Family,15519841.0
Fantasy,15519841.0
Drama,5600000.0
Horror,5600000.0
Romance,5600000.0
Thriller,5600000.0
Comedy,126805112.0
Romance,126805112.0
Comedy,93607673.0
Romance,93607673.0
Drama,67263182.0
Mystery,67263182.0
Thriller,67263182.0
Action,92001027.0
Adventure,92001027.0
Drama,92001027.0
Sci-Fi,92001027.0
Thriller,92001027.0
Action,10539414.0
Drama,10539414.0
Fantasy,10539414.0
Thriller,10539414.0
Western,10539414.0
Action,58918501.0
Drama,58918501.0
Mystery,58918501.0
Thriller,58918501.0
War,58918501.0
Comedy,181395380.0
Fantasy,181395380.0
Romance,181395380.0
Comedy,130512915.0
Family,130512915.0
Fantasy,130512915.0
Action,139852971.0
Crime,139852971.0
Thriller,139852971.0
Comedy,110000082.0
Action,106807667.0
Comedy,106807667.0
Crime,106807667.0
Romance,106807667.0
Action,101702060.0
Adventure,101702060.0
Family,101702060.0
Fantasy,101702060.0
Sci-Fi,101702060.0
Comedy,95149435.0
Family,95149435.0
Romance,95149435.0
Crime,100768056.0
Drama,100768056.0
Mystery,100768056.0
Thriller,100768056.0
Crime,92115211.0
Drama,92115211.0
Mystery,92115211.0
Thriller,92115211.0
Adventure,93452056.0
Comedy,93452056.0
Drama,93452056.0
Action,83287363.0
Thriller,83287363.0
Comedy,82931301.0
Romance,82931301.0
Crime,60962878.0
Drama,60962878.0
Mystery,60962878.0
Thriller,60962878.0
Crime,76261036.0
Drama,76261036.0
Thriller,76261036.0
Adventure,71423726.0
Comedy,71423726.0
Sci-Fi,71423726.0
Comedy,71277420.0
Adventure,88625922.0
Comedy,88625922.0
Family,88625922.0
Musical,88625922.0
Action,70001065.0
Horror,70001065.0
Drama,67253092.0
Sport,67253092.0
Drama,66790248.0
Thriller,66790248.0
Action,65557989.0
Adventure,65557989.0
Horror,65557989.0
Thriller,65557989.0
Comedy,60786269.0
Drama,60786269.0
Music,60786269.0
Romance,60786269.0
Comedy,59365105.0
Drama,59365105.0
Romance,59365105.0
Adventure,162792677.0
Animation,162792677.0
Comedy,162792677.0
Family,162792677.0
Fantasy,162792677.0
Horror,31598308.0
Mystery,31598308.0
Thriller,31598308.0
Action,57362581.0
Crime,57362581.0
Drama,57362581.0
Romance,57362581.0
Thriller,57362581.0
Comedy,53854588.0
Drama,53854588.0
Romance,53854588.0
Sport,53854588.0
Comedy,52580895.0
Family,52580895.0
Romance,52580895.0
Sport,52580895.0
Adventure,51019112.0
Comedy,51019112.0
Sci-Fi,51019112.0
Comedy,48114556.0
Family,48114556.0
Fantasy,48114556.0
Romance,48114556.0
Action,50648679.0
Horror,50648679.0
Sci-Fi,50648679.0
Thriller,50648679.0
Comedy,46280507.0
Romance,46280507.0
Adventure,38360195.0
Comedy,38360195.0
Drama,38360195.0
Action,46815748.0
Adventure,46815748.0
Crime,46815748.0
Thriller,46815748.0
Drama,35617599.0
Family,35617599.0
Fantasy,35617599.0
Crime,47307550.0
Drama,47307550.0
Thriller,47307550.0
Action,32003620.0
Crime,32003620.0
Thriller,32003620.0
Action,27972410.0
Adventure,27972410.0
Comedy,27972410.0
Adventure,28133159.0
Animation,28133159.0
Comedy,28133159.0
Family,28133159.0
Fantasy,28133159.0
Action,27400000.0
Adventure,27400000.0
Sci-Fi,27400000.0
Drama,24343673.0
Fantasy,24343673.0
Musical,24343673.0
Romance,24343673.0
Drama,22877808.0
Romance,22877808.0
Action,36883539.0
Crime,36883539.0
Drama,36883539.0
Thriller,36883539.0
Action,22531698.0
Adventure,22531698.0
Sci-Fi,22531698.0
Thriller,22531698.0
Action,20400913.0
Comedy,20400913.0
Crime,20400913.0
Drama,20400913.0
Thriller,20400913.0
Comedy,20101861.0
Romance,20101861.0
Sci-Fi,20101861.0
Adventure,25200412.0
Comedy,25200412.0
Family,25200412.0
Fantasy,25200412.0
Sci-Fi,25200412.0
Crime,19719930.0
Drama,19719930.0
Mystery,19719930.0
Thriller,19719930.0
Comedy,19377727.0
Musical,19377727.0
Action,13401683.0
Sci-Fi,13401683.0
Action,17300889.0
Adventure,17300889.0
Comedy,17300889.0
Fantasy,17300889.0
Drama,15527125.0
Romance,15527125.0
Western,15527125.0
Biography,13560960.0
Drama,13560960.0
History,13560960.0
Mystery,15523168.0
Thriller,15523168.0
Action,11146409.0
Adventure,11146409.0
Horror,11146409.0
Sci-Fi,11146409.0
Action,7916887.0
Crime,7916887.0
Drama,7916887.0
Thriller,7916887.0
War,7916887.0
Drama,6565495.0
Romance,6565495.0
Action,15279680.0
Crime,15279680.0
Thriller,15279680.0
Comedy,7262288.0
Crime,7262288.0
Thriller,7262288.0
Drama,4584886.0
Romance,4584886.0
Action,2154540.0
Thriller,2154540.0
Action,8129455.0
Adventure,8129455.0
Comedy,8129455.0
Crime,8129455.0
Biography,136019448.0
Drama,136019448.0
History,136019448.0
Thriller,136019448.0
Action,183875760.0
Adventure,183875760.0
Crime,183875760.0
Drama,183875760.0
Mystery,183875760.0
Thriller,183875760.0
Action,67061228.0
Comedy,67061228.0
Romance,67061228.0
Crime,53300852.0
Drama,53300852.0
Thriller,53300852.0
Action,150415432.0
Adventure,150415432.0
Thriller,150415432.0
War,150415432.0
Drama,44834712.0
Thriller,44834712.0
Animation,84300000.0
Family,84300000.0
Fantasy,84300000.0
Musical,84300000.0
Adventure,1500000.0
Drama,1500000.0
Western,1500000.0
Action,62318875.0
Adventure,62318875.0
Fantasy,62318875.0
Sci-Fi,62318875.0
Thriller,62318875.0
Drama,5773519.0
Horror,5773519.0
Sci-Fi,5773519.0
Thriller,5773519.0
Drama,51768623.0
Comedy,37035515.0
Drama,37035515.0
Action,24520892.0
Crime,24520892.0
Drama,24520892.0
Thriller,24520892.0
Comedy,24430272.0
Romance,24430272.0
Drama,158348400.0
Mystery,158348400.0
Thriller,158348400.0
Drama,31136950.0
Fantasy,31136950.0
Romance,31136950.0
Action,29113588.0
Crime,29113588.0
Thriller,29113588.0
Action,138447667.0
Comedy,138447667.0
Crime,138447667.0
Comedy,116006080.0
Drama,116006080.0
Romance,116006080.0
Adventure,106793915.0
Animation,106793915.0
Comedy,106793915.0
Drama,106793915.0
Family,106793915.0
Comedy,87856565.0
Romance,87856565.0
Comedy,70100000.0
Drama,70100000.0
Romance,70100000.0
Action,159578352.0
Comedy,159578352.0
Crime,159578352.0
Biography,57750000.0
Drama,57750000.0
History,57750000.0
Romance,57750000.0
Action,45290318.0
Comedy,45290318.0
Sport,45290318.0
Crime,41543207.0
Drama,41543207.0
Mystery,41543207.0
Thriller,41543207.0
Comedy,41252428.0
Drama,41252428.0
Romance,41252428.0
Drama,35228696.0
Horror,35228696.0
Mystery,35228696.0
Thriller,35228696.0
Comedy,59992760.0
Action,34667015.0
Adventure,34667015.0
Thriller,34667015.0
Fantasy,37652565.0
Horror,37652565.0
Mystery,37652565.0
Thriller,37652565.0
Action,24375436.0
Crime,24375436.0
Drama,24375436.0
Thriller,24375436.0
Adventure,20915465.0
Comedy,20915465.0
Family,20915465.0
Fantasy,20915465.0
Sci-Fi,20915465.0
Crime,24127895.0
Drama,24127895.0
Thriller,24127895.0
Action,84961.0
Adventure,84961.0
History,84961.0
Action,26404753.0
Comedy,26404753.0
Crime,26404753.0
Romance,26404753.0
Thriller,26404753.0
Comedy,6105175.0
Action,5664251.0
Fantasy,5664251.0
Western,5664251.0
Action,1260917.0
Comedy,1260917.0
Crime,1260917.0
Drama,116724075.0
Music,116724075.0
Action,56083966.0
Adventure,56083966.0
Romance,56083966.0
Action,22108977.0
Comedy,22108977.0
Fantasy,22108977.0
Drama,293501675.0
Mystery,293501675.0
Thriller,293501675.0
Action,18600911.0
Crime,18600911.0
Thriller,18600911.0
Comedy,7204138.0
Action,90800000.0
Drama,90800000.0
Family,90800000.0
Sport,90800000.0
Crime,150117807.0
Drama,150117807.0
Comedy,163947053.0
Drama,163947053.0
Romance,163947053.0
Crime,116735231.0
Mystery,116735231.0
Thriller,116735231.0
Adventure,118500000.0
Comedy,118500000.0
Sci-Fi,118500000.0
Action,126546825.0
Sci-Fi,126546825.0
Thriller,126546825.0
Drama,166147885.0
Romance,166147885.0
Action,111760631.0
Adventure,111760631.0
Comedy,111760631.0
Family,111760631.0
Sci-Fi,111760631.0
Crime,108706165.0
Drama,108706165.0
Thriller,108706165.0
Comedy,138614544.0
Family,138614544.0
Action,125069696.0
Biography,125069696.0
Drama,125069696.0
Thriller,125069696.0
War,125069696.0
Comedy,107458785.0
Drama,107458785.0
Sport,107458785.0
Horror,102310175.0
Mystery,102310175.0
Thriller,102310175.0
Biography,96917897.0
Drama,96917897.0
Comedy,93952276.0
Drama,93952276.0
Romance,93952276.0
Comedy,90703745.0
Horror,89138076.0
Mystery,89138076.0
Adventure,87666629.0
Comedy,87666629.0
Sci-Fi,87666629.0
Western,87666629.0
Comedy,90353764.0
Crime,90353764.0
Fantasy,82522790.0
Horror,82522790.0
Romance,82522790.0
Biography,94125426.0
Drama,94125426.0
Romance,94125426.0
Biography,95001343.0
Drama,95001343.0
Sport,95001343.0
Crime,81292135.0
Drama,81292135.0
Thriller,81292135.0
Comedy,86208010.0
Adventure,81593527.0
Drama,81593527.0
Family,81593527.0
Comedy,75274748.0
Drama,75274748.0
Action,90835030.0
Comedy,90835030.0
Action,72455275.0
Adventure,72455275.0
Drama,72455275.0
Romance,72455275.0
War,72455275.0
Biography,75305995.0
Drama,75305995.0
Music,75305995.0
Crime,74098862.0
Thriller,74098862.0
Crime,72266306.0
Drama,72266306.0
Mystery,72266306.0
Thriller,72266306.0
Comedy,71347010.0
